dataset,surrogate,shortest_path,degree,clustering
congress_twitter,surr_0,0.14250000000000004,0.009841590832490732,0.20793034647429826
congress_twitter,surr_1,0.13899999999999996,0.010500352360817476,0.20835016721073157
congress_twitter,surr_2,0.14899999999999997,0.010500352360817478,0.20985516793145204
congress_twitter,surr_3,0.13520000000000001,0.010973837209302326,0.2097705421312128
congress_twitter,surr_4,0.13720000000000007,0.0112218530823182,0.21100051334171838
