dataset,surrogate,shortest_path,degree,clustering
congress_twitter,surr_0,0.1328999999999999,0.010274210343630685,0.21075533898835014
congress_twitter,surr_1,0.14089999999999997,0.010054719562243502,0.21053580455500268
congress_twitter,surr_2,0.1316,0.010274210343630687,0.21091366759311866
congress_twitter,surr_3,0.1380999999999999,0.00904746734628863,0.20797599271888972
congress_twitter,surr_4,0.13170000000000004,0.009841590832490732,0.210527115675671
