dataset,surrogate,shortest_path,degree,clustering
caltech_fb,surr_0,0.32019999999999993,0.011608935742971888,0.35310743172037484
caltech_fb,surr_1,0.3077000000000001,0.012650602409638553,0.35292738241768157
caltech_fb,surr_2,0.3264,0.011608935742971888,0.35165700108201736
caltech_fb,surr_3,0.31349999999999995,0.011608935742971888,0.35325095985828725
caltech_fb,surr_4,0.3147,0.010269650028686173,0.3525349370267551
