dataset,surrogate,shortest_path,degree,clustering
eu_email,surr_0,0.28359999999999996,0.015754880063395288,0.3675007792130703
eu_email,surr_1,0.28259999999999996,0.015395173371189242,0.36690563985054325
eu_email,surr_2,0.2635000000000001,0.01759851209917147,0.36814696646843637
eu_email,surr_3,0.2482000000000001,0.01603526700666153,0.36805775351871717
eu_email,surr_4,0.2683,0.01641536647575816,0.36732674149328975
