dataset,surrogate,shortest_path,degree,clustering
congress_twitter,surr_0,0.14039999999999994,0.007848837209302325,0.20595198031512496
congress_twitter,surr_1,0.13480000000000003,0.008335850196315314,0.20811718416073194
congress_twitter,surr_2,0.1232,0.008506731946144432,0.20456015162237434
congress_twitter,surr_3,0.1313999999999999,0.009237726098191214,0.20689929616374525
congress_twitter,surr_4,0.1295,0.00904746734628863,0.2067978042288418
